family,file,line,cls,why,destination,check,condition,span,deferred
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,888,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),owned corpus pathname was replaced,"not _same_object(root.identity, owned.identity)",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,894,Test,len() arity comparison,move to pytest over the pure transformation,owned corpus child capabilities are malformed,len(expected_children) != len(owned.child_identities) or any((name not in _DIRECTORIES for name in expected_children)),4,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,899,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),owned corpus child was replaced,"not _same_object(child.identity, identity)",3,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,915,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),corpus writes require exact bytes and relative strings,type(payload) is not bytes or type(relative) is not str,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,919,InputValidation,compares against a frozen module constant,keep in place (ordinary type/format validation),invalid root corpus write,parts[0] != ROOT_MANIFEST_NAME,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,924,Test,membership in a literal set (enum),move to pytest over the pure transformation,invalid partition corpus write,"directory == 'partitions' and name not in {'fit.json', 'validation.json'}",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,926,Operational,no condition; operational message,keep in place (OS / TOCTOU / precondition),corpus writes cannot create nested paths,,1,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,929,Test,len() arity comparison,move to pytest over the pure transformation,corpus write exceeds its byte cap,len(payload) > limit,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,934,Operational,message: operational,keep in place (OS / TOCTOU / precondition),corpus child capability is missing,parts[0] not in children,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,944,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),non-payload corpus files are strictly no-clobber,not relative.startswith('payloads/'),4,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,948,Test,equality of two derived values,move to pytest over the pure transformation,content-addressed file collision,"_existing_bytes_at(parent, target.name, limit) != payload",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,959,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),non-payload corpus files are strictly no-clobber,not relative.startswith('payloads/'),4,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,963,Test,equality of two derived values,move to pytest over the pure transformation,content-addressed file collision,"_existing_bytes_at(parent, target.name, limit) != payload",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,970,Test,ordering/cap comparison,move to pytest over the pure transformation,short corpus file write,written <= 0,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,984,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),directory changed before flush,"not _same_object(writable.identity, entry.identity)",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,986,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),cannot flush corpus directory,not _kernel32.FlushFileBuffers(writable.handle),2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,993,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),cannot flush corpus directory,,1,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1004,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),refusing to remove an unowned corpus path,"type(owned) is not OwnedCorpusDirectory or not _tree_is_owned(owned.path, owned.parent, owned.prefix)",4,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1032,Operational,message: operational,keep in place (OS / TOCTOU / precondition),owned corpus pathname was replaced,_win_final_path(entry.handle) != os.path.normcase(os.path.normpath(str(entry.path))),4,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1038,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),owned corpus pathname was replaced,"not _same_object(root.identity, owned.identity)",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1042,Test,ordering/cap comparison,move to pytest over the pure transformation,refusing to remove a changed owned corpus tree,"not root_names <= {ROOT_MANIFEST_NAME, *_DIRECTORIES}",4,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1048,Test,set operation (ownership/subset),move to pytest over the pure transformation,owned corpus child capabilities no longer match the tree,"root_names & set(_DIRECTORIES) != {name for name, _ in owned.child_identities}",6,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1065,Operational,message: operational,keep in place (OS / TOCTOU / precondition),owned corpus child was replaced,"expected_child is None or not _same_object(child.identity, expected_child)",5,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1074,Test,set operation (ownership/subset),move to pytest over the pure transformation,refusing to remove a changed partition directory,"directory_name == 'partitions' and (not set(names) <= {'fit.json', 'validation.json'})",6,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1080,Test,equality of two derived values,move to pytest over the pure transformation,refusing to remove a changed row directory,directory_name == 'rows' and any((_ROW_NAME.fullmatch(name) is None for name in names)),6,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1086,Test,equality of two derived values,move to pytest over the pure transformation,refusing to remove a changed payload directory,directory_name == 'payloads' and any((_PAYLOAD_NAME.fullmatch(name) is None for name in names)),6,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1108,Operational,message: operational,keep in place (OS / TOCTOU / precondition),owned corpus changed during cleanup preflight,"set(_entry_names(root, cap=4)) != root_names",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1113,Operational,message: operational,keep in place (OS / TOCTOU / precondition),owned corpus changed during cleanup preflight,"set(_entry_names(child, cap=2 if name == 'partitions' else _MAX_ROWS)) != expected",2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1160,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),publication requires an owned staging capability,type(staging) is not OwnedCorpusDirectory,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1163,Operational,message: operational,keep in place (OS / TOCTOU / precondition),atomic corpus publication requires one bounded parent,staging.parent != parent or staging.path.parent != parent,4,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1171,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),,os.path.lexists(target),2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1179,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),owned staging pathname was replaced,"not _same_object(source_context._directory_entries[''].identity, held_staging.identity)",6,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1186,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),owned staging child was replaced,"not _same_object(source_context._directory_entries[name].identity, held_child.identity)",8,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1208,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),owned staging pathname was replaced,"not _same_object(promoter.identity, staging.identity)",4,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1215,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),owned staging child was replaced,"not _same_object(child.identity, identity)",4,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1235,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),atomic corpus promotion changed its target,"not _same_object(rebound.identity, promoter.identity)",4,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1241,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),cannot flush promoted corpus directory,not _kernel32.FlushFileBuffers(promoter.handle),2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1262,Test,message: ownership,move to pytest over the pure transformation,publication did not capture target ownership,target_owned is None,2,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1270,Delete/identity,compares stored digest fields,delete (interior identity cross-check),published corpus differs from verified staging,"set(published.files) != set(source_files) or any(((published.files[name].size, published.files[name].sha256) != value for name, value in source_files.items()))",8,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1276,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),<re-raise>,,1,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1280,Operational,raised from an except handler,keep in place (OS / TOCTOU / precondition),<re-raise>,,1,
diffuse-replay,_diffuse_latent_training_corpus_filesystem.py,1285,Operational,presence test; operational message,keep in place (OS / TOCTOU / precondition),verified staging was not atomically promoted,os.path.lexists(staging.path),2,
diffuse-replay,_diffuse_latent_training_corpus_io.py,292,InputValidation,no condition; presence check,keep in place (ordinary type/format validation),unsupported JSON constant  {},,1,
